3,BW,1,[0]
3,Bw,2,"[0, 1]"
4,CF,2,"[0, 1]"
4,CU,2,"[0, 2]"
4,CV,2,"[0, 2]"
4,C],2,"[0, 2]"
4,C^,2,"[0, 2]"
4,C~,3,"[0, 1, 3]"
5,D?{,3,"[0, 1, 3]"
5,DCw,2,"[0, 1]"
5,DC{,2,"[0, 1]"
5,DEw,2,"[0, 2]"
5,DEk,2,"[0, 1]"
5,DE{,2,"[0, 2]"
5,DFw,3,"[0, 1, 3]"
5,DF{,3,"[0, 1, 3]"
5,DQo,2,"[2, 3]"
5,DQw,2,"[0, 1]"
5,DQ{,2,"[0, 1]"
5,DUW,2,"[2, 4]"
5,DUw,2,"[0, 2]"
5,DU{,2,"[1, 2]"
5,DTw,2,"[0, 3]"
5,DT{,3,"[0, 2, 3]"
5,DV{,3,"[0, 1, 3]"
5,D]w,2,"[0, 2]"
5,D]{,2,"[0, 2]"
5,D^{,3,"[0, 2, 3]"
5,D~{,4,"[0, 1, 2, 3]"
6,E?Bw,4,"[0, 1, 2, 3]"
6,E?bo,3,"[0, 1, 2]"
6,E?bw,3,"[0, 1, 2]"
6,E?qo,3,"[0, 1, 3]"
6,E?ow,3,"[0, 2, 4]"
6,E?ro,3,"[0, 1, 3]"
6,E?qw,3,"[0, 1, 3]"
6,E?rw,3,"[0, 1, 3]"
6,E?zO,3,"[0, 1, 3]"
6,E?zo,3,"[0, 1, 3]"
6,E?zW,3,"[0, 1, 3]"
6,E?zw,3,"[0, 1, 3]"
6,E?~o,4,"[0, 1, 3, 4]"
6,E?~w,4,"[0, 1, 3, 4]"
6,ECR_,2,"[0, 1]"
6,ECRo,2,"[0, 1]"
6,ECRw,2,"[0, 1]"
6,ECr_,3,"[0, 3, 4]"
6,ECpo,2,"[0, 1]"
6,ECqg,2,"[0, 4]"
6,ECro,2,"[1, 3]"
6,ECrg,2,"[0, 4]"
6,ECrw,2,"[0, 4]"
6,ECZ?,2,"[0, 1]"
6,ECZ_,2,"[0, 1]"
6,ECZO,2,"[0, 1]"
6,ECZG,2,"[0, 1]"
6,ECYW,3,"[0, 1, 3]"
6,ECZo,2,"[0, 1]"
6,ECZg,2,"[0, 1]"
6,ECZW,2,"[0, 1]"
6,ECZw,2,"[0, 1]"
6,ECfo,3,"[0, 1, 3]"
6,ECfw,3,"[0, 1, 3]"
6,ECxo,2,"[0, 1]"
6,ECzo,2,"[1, 3]"
6,ECzg,3,"[1, 3, 4]"
6,ECzW,2,"[1, 3]"
6,ECxw,2,"[0, 1]"
6,ECzw,2,"[1, 3]"
6,ECvo,2,"[0, 4]"
6,ECuw,3,"[0, 1, 3]"
6,ECvw,3,"[0, 1, 4]"
6,EC~o,3,"[0, 1, 4]"
6,EC~w,3,"[0, 1, 4]"
6,EEr_,3,"[0, 3, 4]"
6,EEro,2,"[0, 3]"
6,EErw,2,"[0, 3]"
6,EEh_,2,"[3, 5]"
6,EEj_,2,"[1, 2]"
6,EEio,2,"[0, 3]"
6,EEho,2,"[3, 5]"
6,EEiW,2,"[0, 3]"
6,EEhW,2,"[0, 1]"
6,EEjo,2,"[0, 3]"
6,EEjW,2,"[0, 3]"
6,EEhw,2,"[1, 2]"
6,EEjw,2,"[0, 4]"
6,EEz_,3,"[0, 2, 4]"
6,EEzO,2,"[0, 3]"
